CustomerID,Gender,Age,Region,City,Branch,HasPartner,TenureYears,AccountType,HasMobileBanking,HasCreditCard,IsActiveMember,Balance_ETB,MonthlyServiceFee_ETB,NumberOfTransactions,Exited
5443119752490,Male,46,Amhara Region,Lalibela,Lalibela Branch,No,9.5,Current,Yes,Yes,No,16346.34,72.19,141.0,No
5830304973523,Female,54,Amhara Region,Bahir Dar,Bahir Dar Main Branch,No,6.0,Fixed,No,Yes,No,33850.6,91.81,,Yes
5919492412210,Female,57,Amhara Region,Woldiya,Woldiya Branch,Yes,10.0,Current,No,Yes,Yes,14612.33,72.24,221.0,No
5933929157462,,52,SNNPR (Southern Nations),Halaba,Halaba Kulito Branch,Yes,13.9,Savings,Yes,,Yes,19204.37,87.63,292.0,No
5145319841155,,64,Addis Ababa (Chartered City),Addis Ababa,Misrak Gerji Branch,Yes,5.9,Fixed,Yes,No,No,9259.53,168.98,25.0,No
5849819556875,Female,75,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Taiwan Branch,No,10.0,Savings,Yes,No,No,10915.31,161.84,28.0,No
5677924408325,Female,34,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Taiwan Branch,No,2.2,Savings,No,No,No,,,,Yes
5711187877700,Male,48,Oromia Region,Adama,Mojo Branch,Yes,13.2,Savings,No,,No,,,44.0,Yes
5933229232872,Female,80,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Taiwan Branch,Yes,3.8,Savings,Yes,No,Yes,10352.57,80.26,154.0,No
5077131993082,Male,40,Oromia Region,Nekemte,Nekemte Main Branch,Yes,16.6,Savings,No,Yes,No,53025.88,116.58,,Yes
5173901240910,Male,77,Addis Ababa (Chartered City),Addis Ababa,Airport Branch,,8.1,Current,Yes,Yes,Yes,10575.9,40.71,222.0,No
5169131128918,Male,29,Amhara Region,Bahir Dar,Bahir Dar Main Branch,No,11.6,Savings,No,,No,579.83,132.11,275.0,Yes
5486183087478,Male,41,Oromia Region,Jimma,Jimma Main Branch,Yes,10.7,Fixed,No,Yes,Yes,5144.64,172.41,267.0,No
5258315967401,Male,64,Addis Ababa (Chartered City),Addis Ababa,Ayat Branch,Yes,10.5,Fixed,Yes,No,No,800.5,133.21,10.0,Yes
5271827804965,Male,51,Somali Region,Jijiga,Jijiga Taiwan Branch,No,7.2,Current,Yes,Yes,Yes,4844.05,150.23,57.0,No
5361015355228,Male,77,Oromia Region,Jimma,Agaro Branch,No,1.8,Fixed,No,No,Yes,958.03,170.79,51.0,No
5800569584646,Male,40,Addis Ababa (Chartered City),Addis Ababa,Megenagna Branch,Yes,1.5,Fixed,Yes,No,Yes,6792.93,106.72,292.0,No
5431794492304,Male,23,Sidama Region,Hawassa,Hawassa Tabor Branch,,5.7,Savings,Yes,Yes,No,3554.12,107.55,,No
5705015511709,Male,62,Oromia Region,Adama,Aba Geda Branch,Yes,2.1,Current,Yes,,Yes,1250.04,164.98,38.0,No
5128709065669,Male,37,Addis Ababa (Chartered City),Addis Ababa,18 Mazoriya Branch,Yes,2.4,Fixed,No,No,Yes,33335.31,33.74,281.0,No
5142182768627,,22,Addis Ababa (Chartered City),Addis Ababa,58 Mazoria Branch,No,8.1,Fixed,Yes,No,Yes,1430.14,115.91,,No
5015187642011,Male,56,Oromia Region,Jimma,Abu Abajifar Sub Branch,Yes,4.0,Savings,No,,No,7458.81,77.11,95.0,Yes
5413548283230,,42,Addis Ababa (Chartered City),Addis Ababa,Airport Branch,No,2.8,Current,Yes,Yes,No,5859.35,10.21,265.0,No
5106413668742,Male,33,Amhara Region,Mekane Selam,Mekane Selam Branch,Yes,8.5,Current,No,No,Yes,2877.39,32.16,144.0,No
5464087603353,Male,38,Addis Ababa (Chartered City),Addis Ababa,Ayat Branch,No,3.9,Savings,Yes,Yes,Yes,37349.38,24.51,105.0,No
5581029183526,Male,51,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Main Branch,Yes,2.2,,Yes,,Yes,,12.87,17.0,No
5338386899327,Male,62,Somali Region,Jijiga,Jijiga Taiwan Branch,No,11.1,Savings,No,Yes,No,13507.24,,,Yes
5884877704158,Female,30,Addis Ababa (Chartered City),Addis Ababa,Sar Bet Branch,No,1.1,Savings,Yes,No,Yes,40965.63,97.86,39.0,No
5794003872050,Male,25,SNNPR (Southern Nations),Dilla,Dilla Branch,No,30.0,Current,Yes,,Yes,1954.08,66.46,81.0,No
5881325118161,Female,43,Amhara Region,Bahir Dar,Bilal Branch,,6.0,Current,No,No,No,10455.09,111.35,248.0,Yes
5961229372168,Male,38,Addis Ababa (Chartered City),Addis Ababa,Head Office,No,23.0,Current,Yes,Yes,No,4700.09,99.18,294.0,No
5443524111589,Female,57,SNNPR (Southern Nations),Halaba,Halaba Kulito Branch,No,,Savings,Yes,Yes,Yes,1968.1,89.45,,No
5831346414479,Female,58,Amhara Region,Bahir Dar,Bahir Dar Main Branch,Yes,30.0,Current,Yes,Yes,Yes,11994.43,16.44,187.0,No
5071502731146,Male,74,Somali Region,Jijiga,Jijiga Taiwan Branch,Yes,7.3,Fixed,No,Yes,No,7239.97,26.93,280.0,Yes
5254469260907,Male,73,Addis Ababa (Chartered City),Addis Ababa,Kazanchis Branch,Yes,2.5,Fixed,No,No,No,2949.24,179.26,,Yes
5729954406896,,77,Amhara Region,Bahir Dar,Bahir Dar Main Branch,Yes,10.4,Fixed,No,Yes,Yes,,36.92,,No
5771738390336,Female,32,Amhara Region,Bahir Dar,Bahir Dar Main Branch,Yes,3.0,Fixed,Yes,No,Yes,21015.12,148.6,95.0,No
5833913926770,Male,63,Tigray Region,Mekelle,Ayder Branch,Yes,9.8,Fixed,No,Yes,No,,14.37,255.0,Yes
5924190332464,Male,28,Amhara Region,Debre Birhan,Debre Birhan Branch,No,15.0,Fixed,Yes,Yes,No,7323.3,148.91,286.0,No
5637339235936,Female,24,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Taiwan Branch,,6.2,Fixed,No,Yes,Yes,2620.95,,212.0,No
5888601945017,Male,66,Oromia Region,Bekoji,Bekoji Branch,No,12.3,Fixed,No,No,Yes,5.88,160.41,126.0,No
5290856709699,,75,Amhara Region,Bahir Dar,Bilal Branch,No,4.3,Savings,No,Yes,No,495.0,168.68,204.0,Yes
5631221298660,Male,69,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Main Branch,Yes,3.9,Savings,Yes,No,No,40054.6,137.99,57.0,No
5232245430430,Male,49,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Taiwan Branch,No,3.6,Fixed,Yes,Yes,Yes,26696.08,46.27,278.0,No
5353280441271,Male,20,Amhara Region,Lalibela,Lalibela Branch,Yes,4.7,Current,Yes,No,Yes,21516.31,,228.0,No
5439875049369,Male,79,Amhara Region,Gondar,Gondar Main Branch,Yes,20.7,Current,Yes,Yes,No,12865.66,134.01,271.0,No
5452134944203,Male,59,Oromia Region,Adama,Wonji Branch,Yes,12.9,Current,No,Yes,Yes,10959.09,128.4,12.0,No
5102506834467,Female,51,Gambella Region,Gambella,Gambella New Land Sub Branch,No,,Savings,No,,No,4565.47,91.22,93.0,Yes
5087937225569,Female,25,Sidama Region,Wondogenet,Wondogenet Branch,Yes,6.6,Fixed,No,Yes,Yes,418.66,175.9,115.0,No
5534203663976,,56,Amhara Region,Bahir Dar,Bahir Dar Main Branch,Yes,25.2,Current,No,No,No,5685.59,126.01,52.0,Yes
5868987309006,Female,19,SNNPR (Southern Nations),Arba Minch,Arba Minch Branch,No,4.8,Current,No,No,No,,86.61,97.0,Yes
5941639438830,Female,69,Oromia Region,Ambo,Ambo Branch,No,3.0,Savings,Yes,No,Yes,,77.4,71.0,No
5466756720008,Male,33,Oromia Region,Metu,Metu Branch,Yes,5.8,Current,Yes,No,Yes,10705.44,78.21,106.0,No
5778595668338,Male,82,Sidama Region,Yirgachefe,Yirgachefe Branch,No,19.4,Current,Yes,Yes,Yes,1206.79,12.55,272.0,No
5215297485631,Male,63,Tigray Region,Mekelle,Mekelle Main Branch,No,14.1,Current,No,No,No,7316.63,118.56,212.0,Yes
5250187121444,Female,73,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,No,9.1,,Yes,No,Yes,616.1,72.64,191.0,No
5827617503849,Male,50,Amhara Region,Debre Markos,Debre Markos Branch,No,1.5,,Yes,No,Yes,824.58,58.49,226.0,No
5168335011560,Female,86,Oromia Region,Jimma,Jimma Arju Branch,No,4.8,Savings,Yes,No,Yes,3130.4,59.89,103.0,No
5613461363129,Female,27,Somali Region,Jijiga,Jijiga Branch,No,,,Yes,Yes,Yes,2777.04,,272.0,No
5357468171269,Male,47,Oromia Region,Jimma,Abu Abajifar Sub Branch,No,12.4,,No,Yes,Yes,8699.16,77.38,292.0,No
5280370543651,Female,64,Addis Ababa (Chartered City),Addis Ababa,CMC Branch,No,,Fixed,No,No,No,12091.42,115.32,217.0,Yes
5135702740542,Male,82,Addis Ababa (Chartered City),Addis Ababa,Balcha Branch,No,13.3,Fixed,No,No,Yes,10202.02,141.99,104.0,No
5149048583244,Female,75,Addis Ababa (Chartered City),Addis Ababa,Sar Bet Branch,Yes,3.1,Savings,No,No,No,5148.64,32.47,82.0,Yes
5623793607594,Male,32,Oromia Region,Ambo,Ambo Branch,,10.6,Savings,Yes,Yes,No,5263.45,,209.0,No
5128059665448,Male,40,Oromia Region,Bishoftu,Bishoftu Branch,,8.5,Current,Yes,No,Yes,5426.69,96.35,136.0,No
5898007273115,Female,67,Harari Region,Harar,Harar Branch,Yes,8.9,Savings,Yes,No,No,222899.8,119.0,286.0,No
5845039433159,Male,57,Addis Ababa (Chartered City),Addis Ababa,Kazanchis Branch,No,11.7,Fixed,No,,No,5730.23,179.08,72.0,Yes
5647432795474,Female,27,Oromia Region,Jimma,Agaro Branch,,22.5,Current,No,No,Yes,15304.5,12.22,282.0,No
5248861555518,,75,Amhara Region,Gondar,Azezo Branch,No,3.6,Fixed,Yes,,Yes,62.12,72.44,104.0,No
5585738709070,Female,76,Dire Dawa (Chartered City),Dire Dawa,Melka Jebdu Branch,Yes,25.5,Fixed,No,Yes,Yes,19433.14,122.27,139.0,No
5199409981403,Female,27,Sidama Region,Hawassa,Tabor Branch,No,,Fixed,No,Yes,Yes,3390.3,159.8,182.0,No
5605928227853,Male,65,Oromia Region,Jimma,Agaro Branch,Yes,3.6,Current,Yes,No,No,25353.88,92.73,148.0,No
5859787505094,Male,88,Oromia Region,Adama,Adama Main Branch,Yes,8.0,Fixed,No,Yes,No,15998.0,33.96,213.0,Yes
5974585687637,Female,64,Addis Ababa (Chartered City),Addis Ababa,Ayat Branch,No,2.4,Fixed,Yes,No,No,10315.67,17.71,249.0,No
5547037824892,Male,20,Addis Ababa (Chartered City),Addis Ababa,Head Office,,15.7,Fixed,Yes,No,Yes,,39.19,24.0,No
5359106624590,,29,SNNPR (Southern Nations),Halaba,Halaba Kulito Branch,No,9.0,Fixed,Yes,No,Yes,11884.56,33.16,90.0,No
5385629227218,Male,65,Sidama Region,Hawassa,Hawassa Tabor Branch,Yes,27.5,Savings,No,Yes,Yes,15482.37,,213.0,No
5506947136298,Male,58,SNNPR (Southern Nations),Wolaita Sodo,Wolaita Sodo Branch,,9.8,Fixed,Yes,Yes,Yes,7400.69,63.08,179.0,No
5629450361946,Male,70,Oromia Region,Metu,Metu Branch,No,6.9,Current,No,No,Yes,15766.85,116.15,60.0,No
5232283180668,,60,SNNPR (Southern Nations),Halaba,Halaba Kulito Branch,Yes,9.5,Fixed,No,Yes,Yes,,161.71,236.0,No
5905728325260,Male,37,Sidama Region,Hawassa,Tabor Branch,No,22.5,Current,No,,No,2308.85,42.94,58.0,Yes
5197429652237,Female,66,Oromia Region,Ziway,Ziway Branch,No,12.9,Savings,Yes,Yes,No,9675.41,,107.0,No
5173504076864,Male,19,Amhara Region,Woldiya,Woldiya Branch,Yes,7.9,Current,Yes,No,No,1704.38,14.68,219.0,No
5856685772054,Female,20,Oromia Region,Metu,Metu Branch,Yes,11.6,Current,Yes,Yes,Yes,464.95,117.75,51.0,No
5747681469655,Male,28,Oromia Region,Metu,Metu Branch,Yes,12.5,Fixed,No,,No,6673.22,139.12,,Yes
5997218790170,Female,51,Amhara Region,Debre Birhan,Debre Birhan Branch,No,2.3,Savings,No,Yes,Yes,7756.9,140.05,181.0,No
5741267921089,Female,47,SNNPR (Southern Nations),Mizan Aman,Mizan Aman Branch,,0.7,Current,No,Yes,Yes,12304.76,12.07,21.0,No
5962207676831,Male,82,Addis Ababa (Chartered City),Addis Ababa,Head Office,,6.4,Fixed,No,Yes,No,14745.84,67.26,16.0,Yes
5625716711499,Female,64,Sidama Region,Hawassa,Hawassa Main Branch,No,,Current,Yes,Yes,No,1526.81,82.84,165.0,No
5289813658510,Male,48,Addis Ababa (Chartered City),Addis Ababa,Sar Bet Branch,No,0.2,Savings,No,Yes,Yes,2250.46,59.13,238.0,No
5504619042692,Female,38,Sidama Region,Hawassa,Hawassa Tabor Branch,No,4.5,Fixed,Yes,Yes,Yes,154644.59999999998,74.51,282.0,No
5202957696746,Male,37,Oromia Region,Jimma,Agaro Branch,Yes,15.6,,Yes,Yes,No,152.08,161.7,,Yes
5013928474675,Male,32,Oromia Region,Bekoji,Bekoji Branch,Yes,13.2,Savings,No,Yes,Yes,10364.31,172.81,216.0,No
5810002567212,Female,68,SNNPR (Southern Nations),Dilla,Dilla Branch,Yes,9.3,Current,Yes,Yes,No,2586.41,34.05,58.0,No
5029592016029,,74,Addis Ababa (Chartered City),Addis Ababa,Ayat Branch,Yes,4.5,Savings,No,Yes,No,31911.09,172.76,272.0,Yes
5865540848761,Male,80,Oromia Region,Nekemte,Nekemte Main Branch,Yes,4.3,Current,No,Yes,Yes,13367.96,73.14,238.0,No
5106045886063,Female,23,Amhara Region,Debre Birhan,Debre Birhan Branch,Yes,11.3,Savings,No,,No,719.21,113.47,99.0,Yes
5343090869156,Male,83,Harari Region,Harar,Harar Branch,Yes,9.5,,No,Yes,Yes,3466.36,101.23,144.0,No
5305323558005,Female,53,Oromia Region,Metu,Metu Branch,Yes,9.7,Fixed,Yes,Yes,Yes,29493.66,71.18,287.0,No
5230356464380,Male,37,Addis Ababa (Chartered City),Addis Ababa,Airport Branch,Yes,24.1,Current,Yes,Yes,Yes,2932.81,73.4,238.0,No
5446878611843,Female,18,Addis Ababa (Chartered City),Addis Ababa,Yeka Abado Branch,Yes,2.7,Savings,No,No,Yes,7314.03,163.53,207.0,No
5661384884419,Male,27,Addis Ababa (Chartered City),Addis Ababa,Yeka Abado Branch,No,6.6,Savings,Yes,Yes,Yes,7328.49,47.09,,No
5177776779767,Male,43,Oromia Region,Bekoji,Bekoji Branch,Yes,,Savings,Yes,No,No,31169.94,174.85,158.0,No
5171497449530,Male,68,Addis Ababa (Chartered City),Addis Ababa,Arat Kilo Branch,No,13.7,Current,Yes,No,No,,174.1,229.0,No
5010066501001,Female,66,Amhara Region,Debre Markos,Debre Markos Branch,Yes,2.8,Savings,Yes,No,Yes,10183.14,60.24,220.0,No
5766887049140,Female,37,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Main Branch,Yes,0.8,Fixed,No,Yes,Yes,9657.95,177.68,121.0,No
5905840556708,Male,66,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Main Branch,No,7.2,Savings,Yes,No,Yes,1024.71,41.73,,No
5037861152606,Male,64,Oromia Region,Shashemene,Shashemene Branch,No,10.5,Fixed,Yes,No,Yes,5955.2,127.27,95.0,No
5991891521621,Female,64,SNNPR (Southern Nations),Wolkite,Wolkite Branch,Yes,7.0,Current,No,No,No,,45.47,5.0,Yes
5999429188971,Male,57,Amhara Region,Lalibela,Lalibela Branch,Yes,7.8,Current,No,No,No,57.6,74.82,95.0,Yes
5304860375327,Male,33,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,No,11.6,,Yes,No,Yes,4525.05,52.13,296.0,No
5786895951902,Male,70,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,Yes,6.2,Savings,No,,No,5227.59,134.25,192.0,Yes
5404067949787,Female,89,Sidama Region,Hawassa,Hawassa Main Branch,No,6.9,Fixed,Yes,Yes,Yes,13763.09,145.58,266.0,No
5954185399116,Male,70,Somali Region,Jijiga,Jijiga Taiwan Branch,No,11.5,Savings,Yes,No,Yes,5539.86,78.05,17.0,No
5708935657320,Male,63,SNNPR (Southern Nations),Mizan Aman,Mizan Aman Branch,Yes,2.9,,Yes,No,Yes,3303.34,,255.0,No
5348692540224,Female,42,Harari Region,Harar,Harar Branch,Yes,1.4,Savings,Yes,Yes,Yes,13476.66,77.66,236.0,No
5413167760470,Female,37,Somali Region,Jijiga,Jijiga Taiwan Branch,No,28.8,Fixed,Yes,No,Yes,11593.78,132.25,93.0,No
5762957718283,Female,42,Oromia Region,Bishoftu,Bishoftu Branch,,5.1,Current,Yes,Yes,Yes,150.59,48.53,115.0,No
5605800648571,,41,Addis Ababa (Chartered City),Addis Ababa,Piazza Branch,No,7.0,Savings,No,Yes,No,15955.61,,213.0,Yes
5906032586117,Male,89,Tigray Region,Mekelle,Mekelle Main Branch,Yes,7.4,Current,No,No,Yes,1310.01,100.8,63.0,No
5159476534321,Male,45,Oromia Region,Jimma,Jimma Arju Branch,Yes,8.2,Fixed,No,Yes,No,11822.66,179.51,143.0,Yes
5443900928757,Male,61,Oromia Region,Adama,Mojo Branch,Yes,,Current,Yes,No,Yes,13933.9,155.36,,No
5005309931473,Female,47,Tigray Region,Mekelle,Mekelle Main Branch,No,5.5,Current,No,Yes,No,32778.1,,129.0,Yes
5070377833710,Female,78,Tigray Region,Mekelle,Ayder Branch,Yes,11.8,Savings,No,Yes,Yes,6898.59,132.46,78.0,No
5101664131921,Female,45,Amhara Region,Lalibela,Lalibela Branch,No,6.7,,No,Yes,No,,38.68,11.0,Yes
5097330969991,Male,43,Addis Ababa (Chartered City),Addis Ababa,Ayat Branch,Yes,4.5,Fixed,Yes,No,No,1605.0,98.95,62.0,No
5205172697593,Male,67,Somali Region,Jijiga,Jijiga Branch,Yes,4.5,Fixed,Yes,No,No,23984.71,50.33,207.0,No
5848814237549,Female,42,Amhara Region,Debre Markos,Debre Markos Branch,Yes,13.5,Fixed,Yes,Yes,Yes,466.94,36.95,174.0,No
5619689857061,Female,54,Addis Ababa (Chartered City),Addis Ababa,Megenagna Branch,,,Savings,No,No,No,6104.95,123.11,292.0,Yes
5459943868226,Male,62,SNNPR (Southern Nations),Dilla,Dilla Branch,No,,,No,No,No,5961.66,47.5,274.0,Yes
5510941705042,Female,90,Sidama Region,Yirgachefe,Yirgachefe Branch,No,4.9,Savings,No,Yes,No,21752.14,132.23,284.0,Yes
5469037787956,Female,28,Oromia Region,Adama,Aba Geda Branch,No,3.4,Fixed,No,No,Yes,2809.92,57.89,163.0,No
5778709317235,Female,57,Amhara Region,Woldiya,Woldiya Branch,Yes,6.9,Fixed,No,Yes,No,15808.74,53.94,29.0,Yes
5746289525070,Male,24,Amhara Region,Bahir Dar,Giorgis Branch,No,2.5,Fixed,No,Yes,No,215021.4,100.64,140.0,Yes
5012744620423,Female,40,Amhara Region,Bahir Dar,Giorgis Branch,Yes,2.6,Current,Yes,No,Yes,1172.12,143.34,37.0,No
5330896782012,Female,56,Addis Ababa (Chartered City),Addis Ababa,Yeka Abado Branch,No,16.4,Fixed,Yes,Yes,Yes,10043.21,135.34,147.0,No
5950877766045,Female,68,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,Yes,12.2,Fixed,No,Yes,Yes,1529.81,147.05,125.0,No
5284280245636,Female,46,Addis Ababa (Chartered City),Addis Ababa,CMC Branch,Yes,15.5,Fixed,No,Yes,No,770.25,150.9,299.0,Yes
5319792610307,Male,44,Oromia Region,Adama,Adama Main Branch,,26.6,Current,Yes,No,Yes,3075.31,146.17,180.0,No
5158472208877,Female,24,Addis Ababa (Chartered City),Addis Ababa,Megenagna Branch,Yes,1.2,Fixed,No,No,Yes,5128.2,89.19,,No
5874182875243,Female,38,Oromia Region,Asella,Asella Branch,Yes,4.2,Current,Yes,No,No,17108.62,134.07,244.0,No
5683558295890,,20,Oromia Region,Jimma,Jimma Arju Branch,Yes,12.5,Savings,Yes,Yes,Yes,2943.27,53.12,,No
5012093704864,Female,36,Addis Ababa (Chartered City),Addis Ababa,Misrak Gerji Branch,No,30.0,Current,No,Yes,No,5730.05,45.8,46.0,Yes
5236347941679,Female,34,Oromia Region,Metu,Metu Branch,Yes,15.6,Savings,No,Yes,No,13047.45,172.79,105.0,Yes
5794047858723,Female,51,Addis Ababa (Chartered City),Addis Ababa,Kazanchis Branch,No,11.6,Current,Yes,No,No,10156.55,28.0,181.0,No
5595453487549,Male,74,Oromia Region,Jimma,Agaro Branch,Yes,1.6,Savings,Yes,Yes,No,10326.42,16.82,181.0,No
5782894143810,Female,36,Amhara Region,Lalibela,Lalibela Branch,Yes,5.4,Current,No,Yes,No,2308.82,24.37,297.0,Yes
5760134136257,Female,24,SNNPR (Southern Nations),Wolkite,Wolkite Branch,Yes,,Current,Yes,Yes,Yes,8835.39,111.7,41.0,No
5973820348958,Male,40,Oromia Region,Ziway,Ziway Branch,Yes,2.6,Current,Yes,Yes,No,1171.05,37.8,241.0,Yes
5355104147395,Female,66,Oromia Region,Adama,Wonji Branch,Yes,10.9,Savings,No,Yes,Yes,11923.45,61.35,161.0,No
5023470385384,,65,Amhara Region,Debre Markos,Debre Markos Branch,No,2.6,Savings,No,No,No,24321.0,94.46,200.0,Yes
5660899466369,Female,52,Tigray Region,Mekelle,Mekelle Main Branch,Yes,8.8,Current,Yes,Yes,No,14794.29,12.98,175.0,No
5628649576121,Male,54,Addis Ababa (Chartered City),Addis Ababa,18 Mazoriya Branch,Yes,6.7,Current,Yes,Yes,Yes,7149.55,123.02,158.0,No
5906978382043,Female,41,Oromia Region,Bekoji,Bekoji Branch,Yes,9.6,Fixed,Yes,Yes,No,4565.75,26.51,14.0,Yes
5935665787961,Male,38,Addis Ababa (Chartered City),Addis Ababa,Arat Kilo Branch,Yes,16.0,Savings,No,Yes,Yes,6243.34,60.33,109.0,No
5547762027639,Female,19,Sidama Region,Hawassa,Hawassa Tabor Branch,Yes,7.3,Current,No,Yes,Yes,8267.16,137.51,161.0,No
5549465636949,Female,79,Addis Ababa (Chartered City),Addis Ababa,Arat Kilo Branch,Yes,14.4,Fixed,Yes,No,No,11288.52,137.32,21.0,No
5121033435127,Male,73,SNNPR (Southern Nations),Arba Minch,Arba Minch Branch,Yes,15.3,Savings,Yes,,Yes,10770.97,53.0,216.0,No
5678015137439,Female,70,Amhara Region,Bahir Dar,Bilal Branch,No,5.5,Fixed,Yes,Yes,No,7833.16,19.69,150.0,No
5821183609992,Male,42,Addis Ababa (Chartered City),Addis Ababa,Bole Branch,No,7.0,Current,Yes,No,Yes,2856.53,160.67,186.0,No
5892676530975,Male,90,Addis Ababa (Chartered City),Addis Ababa,Head Office,,12.4,Fixed,Yes,No,No,5256.48,155.83,205.0,No
5448753869094,Male,32,Oromia Region,Asella,Asella Branch,No,1.0,Savings,Yes,No,No,3517.81,175.44,86.0,No
5108028540256,Male,41,Oromia Region,Adama,Aba Geda Branch,No,13.8,Savings,Yes,No,Yes,892.61,,168.0,No
5464043078950,Female,39,Harari Region,Harar,Harar Branch,Yes,7.0,Fixed,No,No,No,6219.82,31.66,260.0,Yes
5462110223698,Male,56,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,No,3.9,,Yes,Yes,No,13619.83,128.31,42.0,No
5225263378360,Female,90,Oromia Region,Nekemte,Nekemte Main Branch,Yes,2.9,Current,Yes,Yes,No,11207.44,160.72,272.0,No
5453623032142,Female,56,SNNPR (Southern Nations),Wolaita Sodo,Wolaita Sodo Branch,Yes,9.5,Current,No,Yes,No,15200.05,62.19,250.0,Yes
5562441465041,Male,82,Sidama Region,Hawassa,Hawassa Main Branch,No,9.0,Current,No,No,No,20614.83,101.19,284.0,Yes
5867625812281,Male,83,Amhara Region,Gondar,Gondar Main Branch,No,4.0,Savings,No,Yes,Yes,8408.61,87.98,218.0,No
5278458036310,Female,46,Addis Ababa (Chartered City),Addis Ababa,Sar Bet Branch,Yes,4.2,Fixed,Yes,Yes,Yes,898.04,148.52,211.0,No
5261415304946,Male,75,SNNPR (Southern Nations),Halaba,Halaba Kulito Branch,No,,,Yes,No,No,19973.98,78.56,192.0,No
5394923598221,Female,89,Sidama Region,Hawassa,Hawassa Main Branch,No,24.5,Current,Yes,No,Yes,5824.3,95.45,128.0,No
5708146420428,,44,Addis Ababa (Chartered City),Addis Ababa,Bole Branch,No,3.6,Savings,No,No,Yes,3408.17,32.36,,No
5994536726172,Female,65,Harari Region,Harar,Harar Branch,Yes,,Savings,No,Yes,No,1236.06,113.92,203.0,Yes
5201241158201,Male,60,Amhara Region,Debre Birhan,Debre Birhan Branch,Yes,11.8,Fixed,Yes,Yes,No,4995.16,163.13,274.0,No
5186084859394,Male,47,Amhara Region,Dessie,Dessie Main Branch,Yes,17.9,Savings,Yes,No,No,8688.68,27.28,140.0,No
5204691321075,Male,26,Addis Ababa (Chartered City),Addis Ababa,Sar Bet Branch,No,14.0,Savings,Yes,No,Yes,6096.43,56.02,42.0,No
5198302802713,Female,62,Amhara Region,Mekane Selam,Mekane Selam Branch,Yes,1.3,Current,No,No,No,1207.44,,297.0,Yes
5490735775006,Female,78,Addis Ababa (Chartered City),Addis Ababa,Kazanchis Branch,Yes,9.7,Current,No,No,No,2929.64,136.37,136.0,Yes
5887779738052,Female,55,SNNPR (Southern Nations),Mizan Aman,Mizan Aman Branch,,8.2,Fixed,No,Yes,Yes,528.46,81.62,,No
5562801496003,Female,40,Oromia Region,Jimma,Jimma Arju Branch,Yes,11.5,Fixed,Yes,Yes,Yes,443.58,41.27,41.0,No
5729421735773,Male,46,Addis Ababa (Chartered City),Addis Ababa,Misrak Gerji Branch,No,3.1,Savings,No,Yes,No,382.21,41.96,274.0,Yes
5180103077114,Female,26,Addis Ababa (Chartered City),Addis Ababa,58 Mazoria Branch,No,15.0,Savings,No,No,No,8558.82,83.1,64.0,Yes
5608148374092,Female,20,Addis Ababa (Chartered City),Addis Ababa,Megenagna Branch,Yes,4.2,Current,Yes,Yes,Yes,7082.62,98.75,51.0,No
5852613713832,Female,76,Amhara Region,Gondar,Gondar Main Branch,No,20.6,Current,No,No,No,5649.3,69.25,153.0,Yes
5817938328004,Female,27,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,Yes,6.1,Fixed,Yes,No,Yes,3702.93,167.46,50.0,No
5464741706611,Female,38,Amhara Region,Bahir Dar,Bahir Dar Main Branch,No,7.4,Savings,Yes,Yes,No,10899.2,137.84,115.0,No
5300990390576,Female,20,Addis Ababa (Chartered City),Addis Ababa,18 Mazoriya Branch,Yes,2.8,,No,No,Yes,4536.69,167.18,6.0,No
5826946393403,Male,77,Sidama Region,Hawassa,Hawassa Tabor Branch,Yes,1.2,Savings,No,,Yes,1155.08,30.72,27.0,No
5523920549981,Female,58,Addis Ababa (Chartered City),Addis Ababa,Airport Branch,No,16.0,Savings,Yes,No,Yes,5658.51,155.45,,No
5509875469063,Male,61,Amhara Region,Dessie,Dessie Main Branch,No,10.5,Savings,Yes,Yes,Yes,567.46,132.51,272.0,No
5367763581245,Female,73,Sidama Region,Hawassa,Hawassa Main Branch,Yes,8.1,Current,Yes,Yes,Yes,8566.78,149.47,180.0,No
5107871067873,Female,68,Oromia Region,Jimma,Agaro Branch,Yes,23.3,Savings,No,Yes,No,9403.09,102.6,86.0,Yes
5323193600414,Male,66,Sidama Region,Wondogenet,Wondogenet Branch,No,5.1,Fixed,Yes,Yes,No,1981.77,128.42,137.0,No
